"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.2","0.1","06/11/2015","11:06 AM","elsa","u1","female","ae","muscle","nocog","grip","nocogspec",TRUE,6106,6,NA,20,-19843.402,39726.803,39861.144,39797.589,39726.9410443714,"u1_female_ae_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.659,1.325,0,0.032,0.021,0.121,-0.287,0.14,0.041,8.314,0.463,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.257,0.5,0,-0.477,0.062,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:15 AM","elsa","u1","female","ae","nophys","fluency","nophysspec","animals",TRUE,6106,5,NA,20,-51568.847,103177.695,103312.035,103248.481,103177.833044371,"u1_female_ae_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.814,0.643,0,0.126,0.022,0,0.012,0.092,0.893,15.729,0.476,0,NA,NA,NA,NA,NA,NA,18.475,0.356,0,-0.279,0.065,0
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:38 PM","elsa","u1","female","ae","nophys","memory","nophysspec","delayedrecall",TRUE,6106,6,NA,20,-36752.069,73544.138,73678.478,73614.924,73544.2760443714,"u1_female_ae_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.534,0.058,0,0.007,0.001,0,-0.007,0.008,0.32,1.929,0.034,0,NA,NA,NA,NA,NA,NA,3.596,0.105,0,-0.095,0.017,0
"Mplus VERSION 7.2","0.1","06/09/2015","11:45 PM","elsa","u1","female","ae","nophys","memory","nophysspec","immediaterecall",TRUE,6106,6,NA,20,-34356.866,68753.731,68888.072,68824.517,68753.8690443714,"u1_female_ae_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791,0.045,0,0.003,0.001,0.018,0.011,0.006,0.072,1.646,0.034,0,NA,NA,NA,NA,NA,NA,5.19,0.086,0,-0.073,0.016,0
"Mplus VERSION 7.2","0.1","06/09/2015","10:50 PM","elsa","u1","female","ae","pulmonary","nocog","fev","nocogspec",TRUE,6106,6,NA,20,-4086.859,8213.718,8348.058,8284.504,8213.85604437141,"u1_female_ae_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.023,0,0,0,0.751,-0.002,0.003,0.399,0.099,0.011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.491,0.049,0,-0.029,0.006,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 4:03 PM","elsa","u1","female","ae","Pulmonary","nocog","fvc","nocogspec",TRUE,6106,6,NA,20,-5836.948,11713.896,11848.237,11784.682,11714.0340443714,"u1_female_ae_Pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237,0.046,0,0,0.001,0.893,-0.002,0.006,0.731,0.216,0.023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.048,0.061,0,-0.031,0.008,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","11:11 AM","elsa","u1","female","aeh","muscle","nocog","grip","nocogspec",TRUE,2795,6,NA,22,-16178.324,32400.649,32531.232,32461.33,32401.0140793651,"u1_female_aeh_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.994,1.321,0,0.03,0.022,0.16,-0.214,0.142,0.133,8.354,0.514,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.044,2.908,0,0.311,0.35,0.375,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:16 AM","elsa","u1","female","aeh","nophys","fluency","nophysspec","animals",TRUE,2795,5,NA,22,-33594.479,67232.957,67363.54,67293.639,67233.3220793651,"u1_female_aeh_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.681,0.756,0,0.113,0.022,0,-0.057,0.101,0.573,15.71,0.534,0,NA,NA,NA,NA,NA,NA,6.421,2.347,0.006,-0.472,0.404,0.242
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:46 PM","elsa","u1","female","aeh","nophys","memory","nophysspec","delayedrecall",TRUE,2795,6,NA,22,-23994.498,48032.996,48163.579,48093.677,48033.3610793651,"u1_female_aeh_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.418,0.07,0,0.005,0.001,0.001,-0.001,0.008,0.943,1.893,0.039,0,NA,NA,NA,NA,NA,NA,0.628,0.748,0.402,-0.215,0.11,0.051
"Mplus VERSION 7.2","0.1","06/09/2015","11:47 PM","elsa","u1","female","aeh","nophys","memory","nophysspec","immediaterecall",TRUE,2795,6,NA,22,-22525.916,45095.832,45226.415,45156.513,45096.1970793651,"u1_female_aeh_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,0.05,0,0.001,0.001,0.193,0.013,0.006,0.041,1.642,0.04,0,NA,NA,NA,NA,NA,NA,3.778,0.611,0,-0.197,0.094,0.037
"Mplus VERSION 7.2","0.1","06/09/2015","10:53 PM","elsa","u1","female","aeh","pulmonary","nocog","fev","nocogspec",TRUE,2795,6,NA,22,-3136.154,6316.307,6446.89,6376.989,6316.67207936508,"u1_female_aeh_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,0.021,0,0,0,0.797,-0.001,0.003,0.62,0.1,0.012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.003,0.296,0,0.093,0.041,0.022,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 9:08 PM","elsa","u1","female","aeh","pulmonary","nocog","fvc","nocogspec",TRUE,2795,6,NA,22,-4690.333,9424.667,9555.25,9485.348,9425.03207936508,"u1_female_aeh_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177,0.048,0,0,0.001,0.939,0,0.007,0.947,0.222,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.745,0.346,0,0.068,0.053,0.196,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","11:13 AM","elsa","u1","female","aehplus","muscle","nocog","grip","nocogspec",TRUE,2782,6,NA,28,-16098.04,32252.08,32418.146,32329.18,32252.6699019252,"u1_female_aehplus_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.581,1.31,0,0.028,0.022,0.196,-0.188,0.142,0.187,8.387,0.517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.033,2.914,0,0.237,0.352,0.501,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:18 AM","elsa","u1","female","aehplus","nophys","fluency","nophysspec","animals",TRUE,2782,5,NA,28,-33463.614,66983.227,67149.293,67060.328,66983.8169019252,"u1_female_aehplus_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.545,0.751,0,0.109,0.022,0,-0.062,0.101,0.536,15.715,0.535,0,NA,NA,NA,NA,NA,NA,6.951,2.354,0.003,-0.612,0.408,0.134
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:48 PM","elsa","u1","female","aehplus","nophys","memory","nophysspec","delayedrecall",TRUE,2782,6,NA,28,-23894.335,47844.669,48010.735,47921.77,47845.2589019252,"u1_female_aehplus_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.401,0.07,0,0.005,0.001,0.001,-0.001,0.008,0.939,1.891,0.038,0,NA,NA,NA,NA,NA,NA,0.601,0.748,0.422,-0.211,0.111,0.057
"Mplus VERSION 7.2","0.1","06/09/2015","11:48 PM","elsa","u1","female","aehplus","nophys","memory","nophysspec","immediaterecall",TRUE,2782,6,NA,28,-22430.578,44917.156,45083.222,44994.257,44917.7459019252,"u1_female_aehplus_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669,0.049,0,0.001,0.001,0.188,0.012,0.006,0.051,1.64,0.04,0,NA,NA,NA,NA,NA,NA,3.795,0.609,0,-0.192,0.095,0.043
"Mplus VERSION 7.2","0.1","06/09/2015","10:56 PM","elsa","u1","female","aehplus","pulmonary","nocog","fev","nocogspec",TRUE,2782,6,NA,28,-3100.678,6257.356,6423.422,6334.457,6257.94590192517,"u1_female_aehplus_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.021,0,0,0,0.804,-0.001,0.003,0.624,0.1,0.012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.025,0.299,0,0.09,0.041,0.028,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 9:02 PM","elsa","u1","female","aehplus","pulmonary","nocog","fvc","nocogspec",TRUE,2782,6,NA,28,-4648.354,9352.709,9518.775,9429.809,9353.29890192517,"u1_female_aehplus_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,0.047,0,0,0.001,0.94,0,0.007,0.972,0.222,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.719,0.347,0,0.063,0.053,0.237,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","11:19 AM","elsa","u1","female","age","muscle","nocog","grip","nocogspec",TRUE,6117,6,NA,8,-19894.31,39804.62,39858.37,39832.949,39804.6435756385,"u1_female_age_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.353,1.348,0,0.035,0.021,0.092,-0.308,0.143,0.031,8.287,0.463,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.673,0.198,0,-0.453,0.031,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:19 AM","elsa","u1","female","age","nophys","fluency","nophysspec","animals",TRUE,6117,5,NA,8,-52024.795,104065.59,104119.34,104093.918,104065.613575639,"u1_female_age_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.255,0.707,0,0.131,0.022,0,0.057,0.095,0.546,15.7,0.476,0,NA,NA,NA,NA,NA,NA,15.691,0.124,0,-0.283,0.028,0
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:50 PM","elsa","u1","female","age","nophys","memory","nophysspec","delayedrecall",TRUE,6117,6,NA,8,-37098.819,74213.638,74267.388,74241.967,74213.6615756385,"u1_female_age_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.062,0,0.007,0.001,0,-0.004,0.008,0.592,1.928,0.034,0,NA,NA,NA,NA,NA,NA,2.876,0.043,0,-0.097,0.008,0
"Mplus VERSION 7.2","0.1","06/09/2015","11:50 PM","elsa","u1","female","age","nophys","memory","nophysspec","immediaterecall",TRUE,6117,6,NA,8,-34755.949,69527.899,69581.649,69556.228,69527.9225756385,"u1_female_age_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.003,0.049,0,0.003,0.001,0.021,0.012,0.006,0.046,1.645,0.034,0,NA,NA,NA,NA,NA,NA,4.546,0.037,0,-0.082,0.008,0
"Mplus VERSION 7.2","0.1","06/09/2015","10:58 PM","elsa","u1","female","age","pulmonary","nocog","fev","nocogspec",TRUE,6117,6,NA,8,-4139.665,8295.33,8349.08,8323.658,8295.35357563851,"u1_female_age_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207,0.023,0,0,0,0.74,-0.002,0.003,0.39,0.099,0.011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.427,0.02,0,-0.024,0.003,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 8:55 PM","elsa","u1","female","age","pulmonary","nocog","fvc","nocogspec",TRUE,6117,6,NA,8,-5891.917,11799.835,11853.585,11828.163,11799.8585756385,"u1_female_age_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247,0.047,0,0,0.001,0.892,-0.002,0.006,0.733,0.216,0.023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.025,0.029,0,-0.033,0.005,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","11:05 AM","elsa","u1","female","empty","muscle","nocog","grip","nocogspec",TRUE,3603,6,NA,6,-20550.658,41113.315,41150.453,41131.388,41113.3383592881,"u1_female_empty_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.282,0.156,0.071,8.485,0.479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:20 AM","elsa","u1","female","empty","nophys","fluency","nophysspec","animals",TRUE,6008,5,NA,6,-52656.924,105325.847,105366.052,105346.986,105325.860997667,"u1_female_empty_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252,0.103,0.014,15.807,0.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:08 PM","elsa","u1","female","empty","nophys","memory","nophysspec","delayedrecall",TRUE,6003,6,NA,6,-38110.665,76233.331,76273.531,76254.464,76233.3450093396,"u1_female_empty_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,0.009,0.006,1.94,0.035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:51 PM","elsa","u1","female","empty","nophys","memory","nophysspec","immediaterecall",TRUE,6008,6,NA,6,-35686.415,71384.83,71425.035,71405.969,71384.8439976671,"u1_female_empty_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,0.007,0,1.653,0.035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:01 PM","elsa","u1","female","empty","pulmonary","nocog","fev","nocogspec",TRUE,3457,6,NA,6,-4728.142,9468.285,9505.174,9486.109,9468.30934782609,"u1_female_empty_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004,0.003,0.157,0.099,0.011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 9:16 PM","elsa","u1","female","empty","pulmonary","nocog","fvc","nocogspec",TRUE,3457,6,NA,6,-6500.562,13013.125,13050.014,13030.949,13013.1493478261,"u1_female_empty_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004,0.007,0.565,0.221,0.024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","11:22 AM","elsa","u1","male","ae","muscle","nocog","grip","nocogspec",TRUE,5123,6,NA,20,-18430.438,36900.875,37031.705,36968.152,36901.0396413171,"u1_male_ae_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.137,4.115,0,0.043,0.07,0.538,-0.378,0.491,0.441,19.673,1.503,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.185,0.693,0,-0.843,0.082,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:21 AM","elsa","u1","male","ae","nophys","fluency","nophysspec","animals",TRUE,5123,5,NA,20,-42609.379,85258.758,85389.588,85326.035,85258.9226413171,"u1_male_ae_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.74,0.834,0,0.13,0.027,0,0.066,0.122,0.587,17.512,0.573,0,NA,NA,NA,NA,NA,NA,18.034,0.322,0,-0.207,0.059,0
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:51 PM","elsa","u1","male","ae","nophys","memory","nophysspec","delayedrecall",TRUE,5123,6,NA,20,-29318.19,58676.381,58807.21,58743.657,58676.5456413171,"u1_male_ae_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.418,0.059,0,0.004,0.001,0.002,-0.005,0.008,0.534,1.849,0.036,0,NA,NA,NA,NA,NA,NA,3.153,0.099,0,-0.071,0.015,0
"Mplus VERSION 7.2","0.1","06/09/2015","11:52 PM","elsa","u1","male","ae","nophys","memory","nophysspec","immediaterecall",TRUE,5123,6,NA,20,-27571.143,55182.286,55313.116,55249.563,55182.4506413171,"u1_male_ae_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798,0.048,0,0.003,0.001,0.039,0.006,0.007,0.391,1.592,0.035,0,NA,NA,NA,NA,NA,NA,4.81,0.078,0,-0.077,0.014,0
"Mplus VERSION 7.2","0.1","06/09/2015","11:03 PM","elsa","u1","male","ae","pulmonary","nocog","fev","nocogspec",TRUE,5123,6,NA,20,-5240.914,10521.828,10652.658,10589.105,10521.9926413171,"u1_male_ae_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379,0.047,0,0.001,0.001,0.591,-0.005,0.006,0.433,0.215,0.024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.355,0.067,0,-0.062,0.009,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 8:35 PM","elsa","u1","male","ae","pulmonary","nocog","fvc","nocogspec",TRUE,5123,6,NA,20,-6396.136,12832.272,12963.102,12899.549,12832.4366413171,"u1_male_ae_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463,0.079,0,0.001,0.002,0.766,-0.001,0.011,0.916,0.374,0.038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.222,0.086,0,-0.053,0.012,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","11:33 AM","elsa","u1","male","aeh","muscle","nocog","grip","nocogspec",TRUE,2269,6,NA,22,-14808.871,29661.742,29787.739,29717.841,29662.1925788068,"u1_male_aeh_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.826,3.627,0,0.002,0.064,0.979,-0.155,0.44,0.724,19.48,1.475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.179,4.663,0,-1.45,0.584,0.013,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:22 AM","elsa","u1","male","aeh","nophys","fluency","nophysspec","animals",TRUE,2269,5,NA,22,-27591.349,55226.698,55352.694,55282.796,55227.1485788068,"u1_male_aeh_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.191,1,0,0.111,0.028,0,0.061,0.131,0.638,17.464,0.635,0,NA,NA,NA,NA,NA,NA,8.756,3.06,0.004,-0.843,0.517,0.103
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:55 PM","elsa","u1","male","aeh","nophys","memory","nophysspec","delayedrecall",TRUE,2269,6,NA,22,-18980.028,38004.055,38130.051,38060.153,38004.5055788068,"u1_male_aeh_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.271,0.071,0,0.004,0.002,0.006,0.006,0.008,0.508,1.814,0.039,0,NA,NA,NA,NA,NA,NA,0.628,0.873,0.472,-0.194,0.118,0.1
"Mplus VERSION 7.2","0.1","06/09/2015","11:53 PM","elsa","u1","male","aeh","nophys","memory","nophysspec","immediaterecall",TRUE,2269,6,NA,22,-17869.972,35783.945,35909.941,35840.043,35784.3955788068,"u1_male_aeh_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,0.054,0,0.003,0.001,0.038,0.008,0.007,0.247,1.545,0.039,0,NA,NA,NA,NA,NA,NA,2.573,0.746,0.001,-0.246,0.105,0.019
"Mplus VERSION 7.2","0.1","06/09/2015","11:08 PM","elsa","u1","male","aeh","pulmonary","nocog","fev","nocogspec",TRUE,2269,6,NA,22,-4147.236,8338.472,8464.468,8394.57,8338.92257880677,"u1_male_aeh_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,0.047,0,0.001,0.001,0.475,-0.007,0.006,0.253,0.209,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.255,0.509,0,-0.043,0.069,0.527,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 8:23 PM","elsa","u1","male","aeh","pulmonary","nocog","fvc","nocogspec",TRUE,2269,6,NA,22,-4980.666,10005.333,10131.329,10061.431,10005.7835788068,"u1_male_aeh_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,0.073,0,0,0.002,0.818,-0.004,0.01,0.706,0.347,0.037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.18,0.573,0,-0.055,0.083,0.506,NA,NA,NA,NA,NA,NA
