study_name,process,subgroup,model_type,coefficient,subject_count,est,pval,se,wald,breed,species
eas,categories,male,aeh,03,72,-0.0885,0.5875,0.163,-0.543,intercept,3
eas,categories,male,aeh,04,72,NA,NA,NA,NA,intercept,4
eas,categories,male,aeh,05,72,NA,NA,NA,NA,intercept,5
eas,categories,male,aeh,06,72,NA,NA,NA,NA,intercept,6
eas,categories,male,aeh,10,72,0.586,0.6125,1.111,0.5115,slope,0
eas,categories,male,aeh,11,72,-0.046,0.5485,0.0745,-0.605,slope,1
eas,categories,male,aeh,12,72,-0.1035,0.322,0.1045,-1.0005,slope,2
eas,categories,male,aeh,13,72,-0.0185,0.66,0.0415,-0.4455,slope,3
eas,categories,male,aeh,14,72,NA,NA,NA,NA,slope,4
eas,categories,male,aeh,15,72,NA,NA,NA,NA,slope,5
eas,categories,male,aeh,16,72,NA,NA,NA,NA,slope,6
eas,categories,male,aehplus,00,72,30.412,0,8.0095,3.806,intercept,0
eas,categories,male,aehplus,01,72,-0.1625,0.7295,0.4655,-0.346,intercept,1
eas,categories,male,aehplus,02,72,1.051,0.1315,0.6975,1.508,intercept,2
eas,categories,male,aehplus,03,72,-0.106,0.593,0.198,-0.535,intercept,3
eas,categories,male,aehplus,04,72,3.636,0.462,4.9495,0.735,intercept,4
eas,categories,male,aehplus,05,72,-0.626,0.9365,8.0565,-0.08,intercept,5
eas,categories,male,aehplus,06,72,-1.0165,0.7955,3.9835,-0.2595,intercept,6
eas,categories,male,aehplus,10,72,0.892,0.614,1.7565,0.51,slope,0
eas,categories,male,aehplus,11,72,-0.0555,0.511,0.0835,-0.668,slope,1
eas,categories,male,aehplus,12,72,-0.1125,0.4645,0.1535,-0.7315,slope,2
eas,categories,male,aehplus,13,72,-0.0145,0.7795,0.053,-0.282,slope,3
eas,categories,male,aehplus,14,72,-0.45,0.626,0.923,-0.488,slope,4
eas,categories,male,aehplus,15,72,0.1405,0.913,1.3115,0.109,slope,5
eas,categories,male,aehplus,16,72,0.2805,0.742,0.839,0.3295,slope,6
eas,categories,male,full,00,72,32.557,5e-04,9.252,3.546,intercept,0
eas,categories,male,full,01,72,-0.194,0.707,0.5155,-0.3755,intercept,1
eas,categories,male,full,02,72,1.0415,0.163,0.7465,1.396,intercept,2
eas,categories,male,full,03,72,-0.097,0.6945,0.2465,-0.393,intercept,3
eas,categories,male,full,04,72,2.76,0.625,5.6535,0.489,intercept,4
eas,categories,male,full,05,72,0.03,0.991,8.628,0.0015,intercept,5
eas,categories,male,full,06,72,-0.1385,0.9705,4.2645,-0.037,intercept,6
eas,categories,male,full,10,72,0.722,0.729,2.1165,0.3495,slope,0
eas,categories,male,full,11,72,-0.0535,0.5705,0.094,-0.573,slope,1
eas,categories,male,full,12,72,-0.111,0.5185,0.172,-0.646,slope,2
eas,categories,male,full,13,72,-0.019,0.7875,0.07,-0.2705,slope,3
eas,categories,male,full,14,72,-0.3615,0.7325,1.0625,-0.342,slope,4
eas,categories,male,full,15,72,0.1025,0.934,1.3265,0.082,slope,5
eas,categories,male,full,16,72,0.188,0.842,0.931,0.1995,slope,6
eas,digit_tot,female,a,00,595,13.522,0,0.304,44.54,intercept,0
eas,digit_tot,female,a,01,595,-0.04,0.201,0.032,-1.28,intercept,1
eas,digit_tot,female,a,02,595,NA,NA,NA,NA,intercept,2
eas,digit_tot,female,a,03,595,NA,NA,NA,NA,intercept,3
eas,digit_tot,female,a,04,595,NA,NA,NA,NA,intercept,4
eas,digit_tot,female,a,05,595,NA,NA,NA,NA,intercept,5
eas,digit_tot,female,a,06,595,NA,NA,NA,NA,intercept,6
eas,digit_tot,female,a,10,595,0.254,0,0.073,3.49,slope,0
eas,digit_tot,female,a,11,595,-0.008,0.274,0.007,-1.095,slope,1
eas,digit_tot,female,a,12,595,NA,NA,NA,NA,slope,2
eas,digit_tot,female,a,13,595,NA,NA,NA,NA,slope,3
eas,digit_tot,female,a,14,595,NA,NA,NA,NA,slope,4
eas,digit_tot,female,a,15,595,NA,NA,NA,NA,slope,5
eas,digit_tot,female,a,16,595,NA,NA,NA,NA,slope,6
eas,digit_tot,female,ae,00,595,11.197,0,0.406,27.608,intercept,0
eas,digit_tot,female,ae,01,595,-0.033,0.27,0.03,-1.104,intercept,1
eas,digit_tot,female,ae,02,595,0.367,0,0.043,8.674,intercept,2
eas,digit_tot,female,ae,03,595,NA,NA,NA,NA,intercept,3
eas,digit_tot,female,ae,04,595,NA,NA,NA,NA,intercept,4
eas,digit_tot,female,ae,05,595,NA,NA,NA,NA,intercept,5
eas,digit_tot,female,ae,06,595,NA,NA,NA,NA,intercept,6
eas,digit_tot,female,ae,10,595,0.357,0.001,0.105,3.334,slope,0
eas,digit_tot,female,ae,11,595,-0.008,0.26,0.007,-1.127,slope,1
eas,digit_tot,female,ae,12,595,-0.016,0.137,0.011,-1.485,slope,2
eas,digit_tot,female,ae,13,595,NA,NA,NA,NA,slope,3
eas,digit_tot,female,ae,14,595,NA,NA,NA,NA,slope,4
eas,digit_tot,female,ae,15,595,NA,NA,NA,NA,slope,5
eas,digit_tot,female,ae,16,595,NA,NA,NA,NA,slope,6
eas,digit_tot,female,aeh,00,150,13.402,0,0.874,15.378,intercept,0
eas,digit_tot,female,aeh,01,150,-0.066,0.294,0.063,-1.05,intercept,1
eas,digit_tot,female,aeh,02,150,0.295,0.001,0.086,3.444,intercept,2
eas,digit_tot,female,aeh,03,150,0.026,0.57,0.047,0.568,intercept,3
eas,digit_tot,female,aeh,04,150,NA,NA,NA,NA,intercept,4
eas,digit_tot,female,aeh,05,150,NA,NA,NA,NA,intercept,5
eas,digit_tot,female,aeh,06,150,NA,NA,NA,NA,intercept,6
eas,digit_tot,female,aeh,10,150,0.196,0.274,0.172,1.093,slope,0
eas,digit_tot,female,aeh,11,150,-0.014,0.317,0.014,-1.001,slope,1
eas,digit_tot,female,aeh,12,150,-0.017,0.414,0.021,-0.817,slope,2
eas,digit_tot,female,aeh,13,150,-0.011,0.191,0.008,-1.307,slope,3
eas,digit_tot,female,aeh,14,150,NA,NA,NA,NA,slope,4
eas,digit_tot,female,aeh,15,150,NA,NA,NA,NA,slope,5
eas,digit_tot,female,aeh,16,150,NA,NA,NA,NA,slope,6
eas,digit_tot,female,aehplus,00,150,13.643,0,0.932,14.681,intercept,0
eas,digit_tot,female,aehplus,01,150,-0.072,0.299,0.069,-1.038,intercept,1
eas,digit_tot,female,aehplus,02,150,0.283,0.002,0.09,3.142,intercept,2
eas,digit_tot,female,aehplus,03,150,0.026,0.57,0.047,0.569,intercept,3
eas,digit_tot,female,aehplus,04,150,0.41,0.427,0.516,0.794,intercept,4
eas,digit_tot,female,aehplus,05,150,-0.334,0.759,1.072,-0.307,intercept,5
eas,digit_tot,female,aehplus,06,150,-1.591,0.047,0.797,-1.984,intercept,6
eas,digit_tot,female,aehplus,10,150,0.243,0.194,0.187,1.299,slope,0
eas,digit_tot,female,aehplus,11,150,-0.015,0.335,0.016,-0.964,slope,1
eas,digit_tot,female,aehplus,12,150,-0.02,0.34,0.022,-0.955,slope,2
eas,digit_tot,female,aehplus,13,150,-0.012,0.172,0.009,-1.367,slope,3
eas,digit_tot,female,aehplus,14,150,-0.019,0.875,0.129,-0.158,slope,4
eas,digit_tot,female,aehplus,15,150,-0.11,0.717,0.305,-0.362,slope,5
eas,digit_tot,female,aehplus,16,150,0.057,0.705,0.149,0.378,slope,6
eas,digit_tot,female,full,00,150,13.5105,0,1.022,13.227,intercept,0
eas,digit_tot,female,full,01,150,-0.0735,0.279,0.068,-1.0835,intercept,1
eas,digit_tot,female,full,02,150,0.2855,0.002,0.0925,3.078,intercept,2
eas,digit_tot,female,full,03,150,0.0235,0.631,0.049,0.481,intercept,3
eas,digit_tot,female,full,04,150,0.4135,0.419,0.514,0.81,intercept,4
eas,digit_tot,female,full,05,150,-0.3695,0.7145,1.016,-0.366,intercept,5
eas,digit_tot,female,full,06,150,-1.619,0.0415,0.791,-2.0535,intercept,6
eas,digit_tot,female,full,10,150,0.25,0.2505,0.212,1.1885,slope,0
eas,digit_tot,female,full,11,150,-0.015,0.308,0.015,-1.042,slope,1
eas,digit_tot,female,full,12,150,-0.02,0.3845,0.023,-0.8705,slope,2
eas,digit_tot,female,full,13,150,-0.011,0.2225,0.009,-1.243,slope,3
eas,digit_tot,female,full,14,150,-0.018,0.8955,0.137,-0.1315,slope,4
eas,digit_tot,female,full,15,150,-0.107,0.7155,0.294,-0.3645,slope,5
eas,digit_tot,female,full,16,150,0.057,0.7105,0.1535,0.372,slope,6
eas,digit_tot,male,a,00,379,13.758,0,0.388,35.489,intercept,0
eas,digit_tot,male,a,01,379,-0.028,0.503,0.041,-0.67,intercept,1
eas,digit_tot,male,a,02,379,NA,NA,NA,NA,intercept,2
eas,digit_tot,male,a,03,379,NA,NA,NA,NA,intercept,3
eas,digit_tot,male,a,04,379,NA,NA,NA,NA,intercept,4
eas,digit_tot,male,a,05,379,NA,NA,NA,NA,intercept,5
eas,digit_tot,male,a,06,379,NA,NA,NA,NA,intercept,6
eas,digit_tot,male,a,10,379,0.191,0.017,0.081,2.377,slope,0
eas,digit_tot,male,a,11,379,-0.005,0.615,0.009,-0.504,slope,1
eas,digit_tot,male,a,12,379,NA,NA,NA,NA,slope,2
eas,digit_tot,male,a,13,379,NA,NA,NA,NA,slope,3
eas,digit_tot,male,a,14,379,NA,NA,NA,NA,slope,4
eas,digit_tot,male,a,15,379,NA,NA,NA,NA,slope,5
eas,digit_tot,male,a,16,379,NA,NA,NA,NA,slope,6
eas,digit_tot,male,ae,00,379,13.744,0,0.403,34.098,intercept,0
eas,digit_tot,male,ae,01,379,-0.028,0.504,0.042,-0.668,intercept,1
eas,digit_tot,male,ae,02,379,0,0.979,0.013,0.026,intercept,2
eas,digit_tot,male,ae,03,379,NA,NA,NA,NA,intercept,3
eas,digit_tot,male,ae,04,379,NA,NA,NA,NA,intercept,4
eas,digit_tot,male,ae,05,379,NA,NA,NA,NA,intercept,5
eas,digit_tot,male,ae,06,379,NA,NA,NA,NA,intercept,6
eas,digit_tot,male,ae,10,379,0.164,0.134,0.11,1.5,slope,0
eas,digit_tot,male,ae,11,379,-0.004,0.626,0.009,-0.488,slope,1
eas,digit_tot,male,ae,12,379,0.004,0.698,0.01,0.388,slope,2
eas,digit_tot,male,ae,13,379,NA,NA,NA,NA,slope,3
eas,digit_tot,male,ae,14,379,NA,NA,NA,NA,slope,4
eas,digit_tot,male,ae,15,379,NA,NA,NA,NA,slope,5
eas,digit_tot,male,ae,16,379,NA,NA,NA,NA,slope,6
eas,digit_tot,male,aeh,00,72,14.091,0,2.045,6.778,intercept,0
eas,digit_tot,male,aeh,01,72,-0.043,0.743,0.131,-0.329,intercept,1
eas,digit_tot,male,aeh,02,72,0.295,0.1,0.182,1.646,intercept,2
eas,digit_tot,male,aeh,03,72,-0.141,0.038,0.068,-2.077,intercept,3
eas,digit_tot,male,aeh,04,72,NA,NA,NA,NA,intercept,4
eas,digit_tot,male,aeh,05,72,NA,NA,NA,NA,intercept,5
eas,digit_tot,male,aeh,06,72,NA,NA,NA,NA,intercept,6
eas,digit_tot,male,aeh,10,72,-0.338,0.447,0.441,-0.76,slope,0
eas,digit_tot,male,aeh,11,72,0.015,0.643,0.031,0.463,slope,1
eas,digit_tot,male,aeh,12,72,0.003,0.905,0.03,0.119,slope,2
eas,digit_tot,male,aeh,13,72,0.01,0.532,0.015,0.625,slope,3
eas,digit_tot,male,aeh,14,72,NA,NA,NA,NA,slope,4
eas,digit_tot,male,aeh,15,72,NA,NA,NA,NA,slope,5
eas,digit_tot,male,aeh,16,72,NA,NA,NA,NA,slope,6
eas,digit_tot,male,aehplus,00,72,12.895,0,3.478,3.701,intercept,0
eas,digit_tot,male,aehplus,01,72,-0.021,0.897,0.161,-0.13,intercept,1
eas,digit_tot,male,aehplus,02,72,0.337,0.177,0.243,1.35,intercept,2
eas,digit_tot,male,aehplus,03,72,-0.136,0.082,0.077,-1.737,intercept,3
eas,digit_tot,male,aehplus,04,72,1.232,0.479,1.739,0.709,intercept,4
eas,digit_tot,male,aehplus,05,72,0.446,0.76,1.641,0.306,intercept,5
eas,digit_tot,male,aehplus,06,72,-1.183,0.501,1.714,-0.673,intercept,6
eas,digit_tot,male,aehplus,10,72,-0.098,0.885,0.593,-0.145,slope,0
eas,digit_tot,male,aehplus,11,72,0.011,0.791,0.038,0.266,slope,1
eas,digit_tot,male,aehplus,12,72,-0.002,0.953,0.038,-0.059,slope,2
eas,digit_tot,male,aehplus,13,72,0.009,0.664,0.02,0.434,slope,3
eas,digit_tot,male,aehplus,14,72,-0.161,0.528,0.253,-0.631,slope,4
eas,digit_tot,male,aehplus,15,72,0.068,0.917,0.651,0.104,slope,5
eas,digit_tot,male,aehplus,16,72,0.001,0.996,0.448,0.002,slope,6
eas,digit_tot,male,full,00,72,13.692,0,3.842,3.563,intercept,0
eas,digit_tot,male,full,01,72,-0.033,0.842,0.187,-0.199,intercept,1
eas,digit_tot,male,full,02,72,0.329,0.216,0.264,1.238,intercept,2
eas,digit_tot,male,full,03,72,-0.125,0.15,0.087,-1.438,intercept,3
eas,digit_tot,male,full,04,72,0.944,0.633,1.949,0.477,intercept,4
eas,digit_tot,male,full,05,72,0.622,0.712,1.785,0.369,intercept,5
eas,digit_tot,male,full,06,72,-0.869,0.607,1.731,-0.515,intercept,6
eas,digit_tot,male,full,10,72,-0.29,0.702,0.77,-0.382,slope,0
eas,digit_tot,male,full,11,72,0.013,0.728,0.039,0.347,slope,1
eas,digit_tot,male,full,12,72,0.001,0.984,0.045,0.019,slope,2
eas,digit_tot,male,full,13,72,0.003,0.912,0.024,0.111,slope,3
eas,digit_tot,male,full,14,72,-0.103,0.712,0.288,-0.369,slope,4
eas,digit_tot,male,full,15,72,0.047,0.924,0.641,0.096,slope,5
eas,digit_tot,male,full,16,72,-0.082,0.863,0.475,-0.173,slope,6
eas,fas,female,a,00,571,34.138,0,1.086,31.4385,intercept,0
eas,fas,female,a,01,571,-0.1085,0.3535,0.117,-0.928,intercept,1
eas,fas,female,a,02,571,NA,NA,NA,NA,intercept,2
eas,fas,female,a,03,571,NA,NA,NA,NA,intercept,3
eas,fas,female,a,04,571,NA,NA,NA,NA,intercept,4
eas,fas,female,a,05,571,NA,NA,NA,NA,intercept,5
eas,fas,female,a,06,571,NA,NA,NA,NA,intercept,6
eas,fas,female,a,10,571,0.5655,0.0065,0.2065,2.742,slope,0
eas,fas,female,a,11,571,-0.033,0.0875,0.0195,-1.7165,slope,1
eas,fas,female,a,12,571,NA,NA,NA,NA,slope,2
eas,fas,female,a,13,571,NA,NA,NA,NA,slope,3
eas,fas,female,a,14,571,NA,NA,NA,NA,slope,4
eas,fas,female,a,15,571,NA,NA,NA,NA,slope,5
eas,fas,female,a,16,571,NA,NA,NA,NA,slope,6
eas,fas,female,ae,00,571,24.059,0,1.4565,16.5195,intercept,0
eas,fas,female,ae,01,571,-0.071,0.4905,0.1035,-0.6895,intercept,1
eas,fas,female,ae,02,571,1.568,0,0.1535,10.1955,intercept,2
eas,fas,female,ae,03,571,NA,NA,NA,NA,intercept,3
eas,fas,female,ae,04,571,NA,NA,NA,NA,intercept,4
eas,fas,female,ae,05,571,NA,NA,NA,NA,intercept,5
eas,fas,female,ae,06,571,NA,NA,NA,NA,intercept,6
eas,fas,female,ae,10,571,0.672,0.0315,0.313,2.1505,slope,0
eas,fas,female,ae,11,571,-0.0345,0.0805,0.02,-1.757,slope,1
eas,fas,female,ae,12,571,-0.016,0.636,0.034,-0.475,slope,2
eas,fas,female,ae,13,571,NA,NA,NA,NA,slope,3
eas,fas,female,ae,14,571,NA,NA,NA,NA,slope,4
eas,fas,female,ae,15,571,NA,NA,NA,NA,slope,5
eas,fas,female,ae,16,571,NA,NA,NA,NA,slope,6
eas,fas,female,aeh,00,150,29.525,0,3.4345,8.599,intercept,0
eas,fas,female,aeh,01,150,-0.307,0.235,0.2585,-1.1885,intercept,1
eas,fas,female,aeh,02,150,1.3635,0,0.3505,3.889,intercept,2
eas,fas,female,aeh,03,150,-0.1055,0.5395,0.1715,-0.6135,intercept,3
eas,fas,female,aeh,04,150,NA,NA,NA,NA,intercept,4
eas,fas,female,aeh,05,150,NA,NA,NA,NA,intercept,5
eas,fas,female,aeh,06,150,NA,NA,NA,NA,intercept,6
eas,fas,female,aeh,10,150,0.529,0.4015,0.6305,0.8395,slope,0
eas,fas,female,aeh,11,150,-0.064,0.0745,0.0355,-1.7965,slope,1
eas,fas,female,aeh,12,150,0.016,0.8015,0.0635,0.252,slope,2
eas,fas,female,aeh,13,150,0.002,0.93,0.022,0.086,slope,3
eas,fas,female,aeh,14,150,NA,NA,NA,NA,slope,4
eas,fas,female,aeh,15,150,NA,NA,NA,NA,slope,5
eas,fas,female,aeh,16,150,NA,NA,NA,NA,slope,6
eas,fas,female,aehplus,00,150,30.4245,0,3.679,8.28,intercept,0
eas,fas,female,aehplus,01,150,-0.345,0.211,0.276,-1.252,intercept,1
eas,fas,female,aehplus,02,150,1.276,0,0.357,3.5795,intercept,2
eas,fas,female,aehplus,03,150,-0.1145,0.53,0.183,-0.6285,intercept,3
eas,fas,female,aehplus,04,150,2.921,0.065,1.586,1.8425,intercept,4
eas,fas,female,aehplus,05,150,-2.0155,0.5765,3.6205,-0.5585,intercept,5
eas,fas,female,aehplus,06,150,-7.0935,0.0095,2.7425,-2.5865,intercept,6
eas,fas,female,aehplus,10,150,0.4405,0.529,0.6995,0.6305,slope,0
eas,fas,female,aehplus,11,150,-0.0645,0.0935,0.0385,-1.694,slope,1
eas,fas,female,aehplus,12,150,0.0215,0.75,0.0675,0.318,slope,2
eas,fas,female,aehplus,13,150,0,0.966,0.023,0,slope,3
eas,fas,female,aehplus,14,150,-0.075,0.844,0.383,-0.197,slope,4
eas,fas,female,aehplus,15,150,0.0675,0.93,0.79,0.0875,slope,5
eas,fas,female,aehplus,16,150,0.483,0.374,0.543,0.89,slope,6
eas,fas,female,full,00,150,30.503,0,3.889,7.847,intercept,0
eas,fas,female,full,01,150,-0.3365,0.2345,0.283,-1.1895,intercept,1
eas,fas,female,full,02,150,1.2735,0,0.36,3.5385,intercept,2
eas,fas,female,full,03,150,-0.1125,0.5545,0.1905,-0.5915,intercept,3
eas,fas,female,full,04,150,2.9165,0.0635,1.569,1.865,intercept,4
eas,fas,female,full,05,150,-1.9335,0.602,3.7175,-0.522,intercept,5
eas,fas,female,full,06,150,-7.058,0.014,2.871,-2.459,intercept,6
eas,fas,female,full,10,150,0.558,0.474,0.7785,0.717,slope,0
eas,fas,female,full,11,150,-0.0645,0.1035,0.04,-1.641,slope,1
eas,fas,female,full,12,150,0.0215,0.767,0.0715,0.2965,slope,2
eas,fas,female,full,13,150,0.002,0.947,0.0235,0.0665,slope,3
eas,fas,female,full,14,150,-0.0825,0.841,0.41,-0.201,slope,4
eas,fas,female,full,15,150,0.07,0.9285,0.781,0.09,slope,5
eas,fas,female,full,16,150,0.51,0.394,0.599,0.852,slope,6
eas,fas,male,a,00,358,31.264,0,1.459,21.431,intercept,0
eas,fas,male,a,01,358,0.191,0.191,0.146,1.308,intercept,1
eas,fas,male,a,02,358,NA,NA,NA,NA,intercept,2
eas,fas,male,a,03,358,NA,NA,NA,NA,intercept,3
eas,fas,male,a,04,358,NA,NA,NA,NA,intercept,4
eas,fas,male,a,05,358,NA,NA,NA,NA,intercept,5
eas,fas,male,a,06,358,NA,NA,NA,NA,intercept,6
eas,fas,male,a,10,358,0.325,0.236,0.255,1.185,slope,0
eas,fas,male,a,11,358,-0.017,0.536,0.026,-0.619,slope,1
eas,fas,male,a,12,358,NA,NA,NA,NA,slope,2
eas,fas,male,a,13,358,NA,NA,NA,NA,slope,3
eas,fas,male,a,14,358,NA,NA,NA,NA,slope,4
eas,fas,male,a,15,358,NA,NA,NA,NA,slope,5
eas,fas,male,a,16,358,NA,NA,NA,NA,slope,6
eas,fas,male,ae,00,358,31.245,0,1.5125,20.6605,intercept,0
eas,fas,male,ae,01,358,0.193,0.188,0.1465,1.317,intercept,1
eas,fas,male,ae,02,358,-5e-04,0.9565,0.052,-0.0095,intercept,2
eas,fas,male,ae,03,358,NA,NA,NA,NA,intercept,3
eas,fas,male,ae,04,358,NA,NA,NA,NA,intercept,4
eas,fas,male,ae,05,358,NA,NA,NA,NA,intercept,5
eas,fas,male,ae,06,358,NA,NA,NA,NA,intercept,6
eas,fas,male,ae,10,358,0.2825,0.5045,0.423,0.668,slope,0
eas,fas,male,ae,11,358,-0.018,0.5155,0.0275,-0.651,slope,1
eas,fas,male,ae,12,358,0.007,0.8815,0.0465,0.149,slope,2
eas,fas,male,ae,13,358,NA,NA,NA,NA,slope,3
eas,fas,male,ae,14,358,NA,NA,NA,NA,slope,4
eas,fas,male,ae,15,358,NA,NA,NA,NA,slope,5
eas,fas,male,ae,16,358,NA,NA,NA,NA,slope,6
eas,fas,male,aeh,00,72,27.646,0,5.756,4.8415,intercept,0
eas,fas,male,aeh,01,72,-0.048,0.9015,0.3915,-0.1245,intercept,1
eas,fas,male,aeh,02,72,1.528,0.0075,0.5665,2.717,intercept,2
eas,fas,male,aeh,03,72,-0.343,0.221,0.2805,-1.2255,intercept,3
eas,fas,male,aeh,04,72,NA,NA,NA,NA,intercept,4
eas,fas,male,aeh,05,72,NA,NA,NA,NA,intercept,5
eas,fas,male,aeh,06,72,NA,NA,NA,NA,intercept,6
eas,fas,male,aeh,10,72,1.362,0.1835,1.022,1.3335,slope,0
eas,fas,male,aeh,11,72,-0.016,0.776,0.0565,-0.2865,slope,1
eas,fas,male,aeh,12,72,-0.135,0.2505,0.117,-1.1495,slope,2
eas,fas,male,aeh,13,72,0.002,0.963,0.0515,0.046,slope,3
eas,fas,male,aeh,14,72,NA,NA,NA,NA,slope,4
eas,fas,male,aeh,15,72,NA,NA,NA,NA,slope,5
eas,fas,male,aeh,16,72,NA,NA,NA,NA,slope,6
eas,fas,male,aehplus,00,72,27.231,5e-04,7.4835,3.639,intercept,0
eas,fas,male,aehplus,01,72,-0.022,0.958,0.4225,-0.0525,intercept,1
eas,fas,male,aehplus,02,72,1.592,0.0265,0.688,2.383,intercept,2
eas,fas,male,aehplus,03,72,-0.3265,0.3935,0.383,-0.8545,intercept,3
eas,fas,male,aehplus,04,72,1.485,0.7275,4.2775,0.348,intercept,4
eas,fas,male,aehplus,05,72,0.951,0.9035,7.868,0.1205,intercept,5
eas,fas,male,aehplus,06,72,-6.2465,0.23,5.2455,-1.233,intercept,6
eas,fas,male,aehplus,10,72,1.291,0.306,1.2605,1.0245,slope,0
eas,fas,male,aehplus,11,72,-0.012,0.894,0.084,-0.134,slope,1
eas,fas,male,aehplus,12,72,-0.139,0.2695,0.1265,-1.1115,slope,2
eas,fas,male,aehplus,13,72,0.001,0.9865,0.068,0.017,slope,3
eas,fas,male,aehplus,14,72,0.23,0.72,0.642,0.3585,slope,4
eas,fas,male,aehplus,15,72,-0.5535,0.761,1.844,-0.305,slope,5
eas,fas,male,aehplus,16,72,0.056,0.95,0.923,0.0625,slope,6
eas,fas,male,full,00,72,29.575,5e-04,8.2285,3.602,intercept,0
eas,fas,male,full,01,72,-0.0625,0.8805,0.4175,-0.1505,intercept,1
eas,fas,male,full,02,72,1.5785,0.038,0.729,2.244,intercept,2
eas,fas,male,full,03,72,-0.312,0.433,0.4015,-0.787,intercept,3
eas,fas,male,full,04,72,0.546,0.904,4.5125,0.121,intercept,4
eas,fas,male,full,05,72,1.633,0.843,8.2725,0.198,intercept,5
eas,fas,male,full,06,72,-5.298,0.345,5.673,-0.9535,intercept,6
eas,fas,male,full,10,72,1.1235,0.439,1.466,0.783,slope,0
eas,fas,male,full,11,72,-0.007,0.9405,0.0895,-0.0745,slope,1
eas,fas,male,full,12,72,-0.135,0.2915,0.1285,-1.058,slope,2
eas,fas,male,full,13,72,-0.006,0.9395,0.0775,-0.0755,slope,3
eas,fas,male,full,14,72,0.2975,0.6945,0.758,0.3925,slope,4
eas,fas,male,full,15,72,-0.564,0.764,1.905,-0.3005,slope,5
eas,fas,male,full,16,72,-0.0275,0.9775,1.0245,-0.0245,slope,6
eas,gait,female,a,00,580,106.166,0,2.889,36.403,intercept,0
eas,gait,female,a,01,580,-1.521,0,0.286,-5.355,intercept,1
eas,gait,female,a,02,580,NA,NA,NA,NA,intercept,2
eas,gait,female,a,03,580,NA,NA,NA,NA,intercept,3
eas,gait,female,a,04,580,NA,NA,NA,NA,intercept,4
eas,gait,female,a,05,580,NA,NA,NA,NA,intercept,5
eas,gait,female,a,06,580,NA,NA,NA,NA,intercept,6
eas,gait,female,a,10,580,-2.602,0,0.58,-4.354,slope,0
eas,gait,female,a,11,580,-0.057,0.38,0.064,-0.879,slope,1
eas,gait,female,a,12,580,NA,NA,NA,NA,slope,2
eas,gait,female,a,13,580,NA,NA,NA,NA,slope,3
eas,gait,female,a,14,580,NA,NA,NA,NA,slope,4
eas,gait,female,a,15,580,NA,NA,NA,NA,slope,5
eas,gait,female,a,16,580,NA,NA,NA,NA,slope,6
eas,gait,female,ae,00,580,101.401,0,4.971,20.404,intercept,0
eas,gait,female,ae,01,580,-1.525,0,0.302,-5.066,intercept,1
eas,gait,female,ae,02,580,0.745,0.156,0.526,1.418,intercept,2
eas,gait,female,ae,03,580,NA,NA,NA,NA,intercept,3
eas,gait,female,ae,04,580,NA,NA,NA,NA,intercept,4
eas,gait,female,ae,05,580,NA,NA,NA,NA,intercept,5
eas,gait,female,ae,06,580,NA,NA,NA,NA,intercept,6
eas,gait,female,ae,10,580,-3.507,0.002,1.098,-3.134,slope,0
eas,gait,female,ae,11,580,-0.057,0.404,0.068,-0.834,slope,1
eas,gait,female,ae,12,580,0.136,0.246,0.117,1.16,slope,2
eas,gait,female,ae,13,580,NA,NA,NA,NA,slope,3
eas,gait,female,ae,14,580,NA,NA,NA,NA,slope,4
eas,gait,female,ae,15,580,NA,NA,NA,NA,slope,5
eas,gait,female,ae,16,580,NA,NA,NA,NA,slope,6
eas,gait,female,aeh,00,150,105.707,0,8.155,13.031,intercept,0
eas,gait,female,aeh,01,150,-1.477,0.001,0.468,-3.187,intercept,1
eas,gait,female,aeh,02,150,0.573,0.498,0.834,0.678,intercept,2
eas,gait,female,aeh,03,150,0.037,0.905,0.32,0.12,intercept,3
eas,gait,female,aeh,04,150,NA,NA,NA,NA,intercept,4
eas,gait,female,aeh,05,150,NA,NA,NA,NA,intercept,5
eas,gait,female,aeh,06,150,NA,NA,NA,NA,intercept,6
eas,gait,female,aeh,10,150,-3.429,0.146,2.4,-1.453,slope,0
eas,gait,female,aeh,11,150,-0.06,0.652,0.124,-0.451,slope,1
eas,gait,female,aeh,12,150,0.098,0.652,0.236,0.423,slope,2
eas,gait,female,aeh,13,150,0.071,0.311,0.07,1.014,slope,3
eas,gait,female,aeh,14,150,NA,NA,NA,NA,slope,4
eas,gait,female,aeh,15,150,NA,NA,NA,NA,slope,5
eas,gait,female,aeh,16,150,NA,NA,NA,NA,slope,6
eas,gait,female,aehplus,00,150,109.876,0,8.327,13.163,intercept,0
eas,gait,female,aehplus,01,150,-1.559,0.002,0.506,-3.054,intercept,1
eas,gait,female,aehplus,02,150,0.401,0.627,0.824,0.486,intercept,2
eas,gait,female,aehplus,03,150,0.051,0.877,0.338,0.155,intercept,3
eas,gait,female,aehplus,04,150,3.05,0.449,4.037,0.758,intercept,4
eas,gait,female,aehplus,05,150,-4.834,0.515,7.427,-0.651,intercept,5
eas,gait,female,aehplus,06,150,-18.775,0.002,6.244,-3.029,intercept,6
eas,gait,female,aehplus,10,150,-3.295,0.165,2.605,-1.388,slope,0
eas,gait,female,aehplus,11,150,-0.054,0.696,0.133,-0.391,slope,1
